We show that the quantum discord stationarity in such systems is not destroyed by the ''parasitic'' polarization of at least two types.;42 Results-Reference
The first type appears because the initial state with a single polarized node is hardly realizable experimentally, and therefore the low polarization of neighboring nodes must be taken into account.;41 Results-Specific
The second is the unavoidable additional noise polarization of all nodes.;41 Results-Specific
Although the stationarity may not be destroyed by perturbations of the above two types, the parasitic polarizations deform the pairwise discord distribution and may destroy clusters of correlated fermions with equal pairwise discords.;41 Results-Specific
Such deformations are studied in this paper.;2 Problem
6;
We show that the lepton bag model considered in our previous paper BurGrBag, generating the external gravitational and electromagnetic fields of the Kerr-Newman (KN) solution, is supersymmetric and represents a BPS-saturated soliton interpolating between the internal vacuum state and the external KN solution.;42 Results-Reference
We obtain Bogomolnyi equations for this phase transition and show that the Bogomolnyi bound determines all important features of this bag model, including its stable shape.;42 Results-Reference
In particular, for the stationary KN solution, the BPS bound provides stability of the ellipsoidal form of the bag and the formation of the ring-string structure at its border, while for the periodic electromagnetic excitations of the KN solution, the BPS bound controls the deformation of the surface of the bag, reproducing the known flexibility of bag models.;41 Results-Specific
7;
We try to find grounds for the standard nucleon QCD sum rules, based on a more detailed description of the QCD vacuum.;2 Problem
We calculate the polarization operator of the nucleon current in the instanton medium.;32 Method-Procedure
The medium (QCD vacuum) is assumed to be a composition of the small-size instantons and some long-wave gluon fluctuations.;Unknown
We solve the corresponding QCD sum rule equations and demonstrate that there is a solution with the value of the nucleon mass close to the physical one if the fraction of the small-size instantons contribution is w_s \approx 2/3.;41 Results-Specific
8;
The Kerr-Newman (KN) black hole (BH) solution exhibits the external gravitational and electromagnetic field corresponding to that of the Dirac electron.;1 Background
For the large spin/mass ratio, a\gg m, the BH loses horizons and obtains a naked singular ring creating two-sheeted topology.;1 Background
This space is regularized by the Higgs mechanism of symmetry breaking, leading to an extended particle that has a regular spinning core compatible with the external KN solution.;1 Background
We show that this core has much in common with the known MIT and SLAC bag models, but has the important advantage of being in accordance with the external gravitational and electromagnetic fields of the KN solution.;42 Results-Reference
A peculiar two-sheeted structure of Kerr's gravity provides a framework for the implementation of the Higgs mechanism of symmetry breaking in configuration space in accordance with the concept of the electroweak sector of the Standard Model.;41 Results-Specific
Similar to other bag models, the KN bag is flexible and pliant to deformations.;42 Results-Reference
For parameters of a spinning electron, the bag takes the shape of a thin rotating disk of the Compton radius, with a ring-string structure and a quark-like singular pole formed at the sharp edge of this disk, indicating that the considered lepton bag forms a single bag-string-quark system.;42 Results-Reference
9;
Drag of electrons of a one-dimensional ballistic nanowire by a nearby one-dimensional beam of ions is considered.;42 Results-Reference
We assume that the ion beam is represented by an ensemble of heavy ions of the same velocity V.;32 Method-Procedure
The ratio of the drag current to the primary current carried by the ion beam is calculated.;32 Method-Procedure
The drag current turns out to be a nonmonotonic function of velocity V.;41 Results-Specific
It has a sharp maximum for V near vnF/2, where n is the number of the uppermost electron (miniband channel) taking part in conductance and vnF is the corresponding Fermi velocity.;41 Results-Specific
This means that the phenomenon of ion beam drag can be used for investigation of the electron spectra of ballistic nanostructures.;52 Conclusions-Specific
We note that whereas observation of the Coulomb drag between two parallel quantum wires may be in general complicated by phenomena such as tunneling and phonon drag, the Coulomb drag of electrons of a one-dimensional ballistic nanowire by an ion beam is free from such spurious effects.;52 Conclusions-Specific
10;
Processes are considered for conversion into a fractal structure of a hot metal micron-size particle that is located in a buffer gas or a gas flow and is heated by an external electric or electromagnetic source or by a plasma.;2 Problem
The parameter of this heating is the particle temperature, which is the same in all of the particle volume because of its small size and high conductivity.;1 Background
Three processes determine the particle heat balance: particle radiation, evaporation of metal atoms from the particle surface, and heat transport to the surrounding gas due to its thermal conductivity.;1 Background
The particle heat balance is analyzed based on these processes, which are analogous to those for bulk metals with the small particle size and its high temperature taken into account.;32 Method-Procedure
Outside the particle, where the gas temperature is lower than on its surface, the formed metal vapor in a buffer gas flow is converted into clusters.;42 Results-Reference
Clusters grow as a result of coagulation, until they become liquid, and then clusters form fractal aggregates if they are removed form the gas flow.;41 Results-Specific
Subsequently, association of fractal aggregates join into a fractal structure.;41 Results-Specific
The rate of this process increases in middle electric fields, and the formed fractal structure has features of aerogels and fractal fibers.;42 Results-Reference
As a result of a chain of the above processes, a porous metal film may be manufactured for use as a filter or catalyst for gas flows.;52 Conclusions-Specific
11;
We describe the interaction of a Rayleigh surface acoustic wave (SAW) traveling on the semiconductor substrate with the excitonic gas in a double quantum well located on the substrate surface.;2 Problem
We study the SAW attenuation and its velocity renormalization due to the coupling to excitons.;2 Problem
Both the deformation potential and piezoelectric mechanisms of the SAW-exciton interaction are considered.;42 Results-Reference
We focus on the frequency and excitonic density dependences of the SAW absorption coefficient and velocity renormalization at temperatures both above and well below the critical temperature of Bose-Einstein condensation of the excitonic gas.;2 Problem
We demonstrate that the SAW attenuation and velocity renormalization are strongly different below and above the critical temperature.;42 Results-Reference
12;
A new approach to the diffusion-limited reaction kinetics for particles migrating by random walks on discrete lattice sites and reacting when two particles occupy the same site is extended to a more general case of a large reaction radius and applied to the problem of the recombination rate of point defects in cubic lattices.;2 Problem
Numerical calculations correctly reproduce the analytic expressions in the limit cases considered in previous work and in the general case represent a step-wise dependence of the reaction rate on the recombination radius.;42 Results-Reference
13;
The self-organization and magnetic properties of small iron and cobalt nanostructures embedded into the first layer of a Cu(100) surface are investigated using the self-learning kinetic Monte Carlo method and density functional theory.;2 Problem, 31 Method-Specific
The similarities and differences between the Fe/Cu(100) and the Co/Cu(100) are underlined.;42 Results-Reference
The time evolution of magnetic properties of a copper monolayer with embedded magnetic atoms at 380 K is discussed.;42 Results-Reference
14;
A new compound CuNaB3 O_{6}\cdot0.842 H2 O was grown for the first time.;41 Results-Specific
Its crystal structure, magnetic susceptibility, and magnetic resonance properties are presented.;42 Results-Reference
It was proposed that CuNaB3 O_{6}\cdot0.842 H2 O is a spin-Peierls magnet with the transition temperature T_{SP}\sim 128 K and a ladder spin structure.;41 Results-Specific
The possibility of a structure phase transition at TSP is predicted.;52 Conclusions-Specific
15;
The recent increase in the number of studies of RFe11-xMx compounds is related to their promising application as permanent magnets.;1 Background
However, the insufficiently high value of the Curie temperature TC of these compounds is a barrier to their widespread use.;2 Problem
The increase in the Curie temperature of these compounds is achieved by doping with the light nonmetallic atoms such as hydrogen, nitrogen, and carbon.;32 Method-Procedure
In this paper, it is shown numerically that this doping leads to drastic changes of the electronic band dispersions in a wide energy region around the Fermi level.;42 Results-Reference
This in turn changes values of the magnetic moments of ions and Heisenberg exchange interaction parameters.;42 Results-Reference
The values of ab initio calculated magnetic moments and direct exchange interaction parameters allow to calculate the Curie temperatures for both parent and nitrogen-doped compounds within the mean-field approach to the Heisenberg model in the sample of YFe11Mo, a typical representative of the R(Fe,M)12L class.;42 Results-Reference
Theoretical values of TC obtained for YFe11Mo and YFe11MoN (514 K and 723 K respectively) are consistent with experimental ones (472 K and 664 K) with an accuracy of 10%.;41 Results-Specific
Also, the calculated increase in TC upon nitrogenization (about 200 K) is in good agreement with the experimental data.;41 Results-Specific
16;
We derive a Ginzburg-Landau (GL) expansion in the disordered attractive Hubbard model within the combined Nozieres-Schmitt-Rink and DMFT+Σ approximation.;2 Problem
Restricting ourselves to the homogeneous expansion, we analyze the disorder dependence of GL expansion coefficients for a wide range of attractive potentials U, from the weak BCS coupling region to the strong-coupling limit, where superconductivity is described by Bose-Einstein condensation (BEC) of preformed Cooper pairs.;32 Method-Procedure
We show that for the a semi-elliptic ''bare'' density of states of the conduction band, the disorder influence on the GL coefficients A and B before quadratic and quartic terms of the order parameter, as well as on the specific heat discontinuity at the superconducting transition, is of a universal nature at any strength of the attractive interaction and is related only to the general widening of the conduction band by disorder.;42 Results-Reference
In general, disorder growth increases the values of the coefficients A and B, leading either to a suppression of the specific heat discontinuity (in the weak-coupling limit), or to its significant growth (in the strong-coupling region).;42 Results-Reference
However, this behavior actually confirms the validity of the generalized Anderson theorem, because the disorder dependence of the superconducting critical temperature Tc is also controlled only by disorder widening of the conduction band (density of states).;51 Conclusions-Explanation
17;
The electronic structure of Gd-doped MgO is investigated using the LSDA+U local spin density approximation (with U-correction) method and compared to the MgO structure.;2 Problem, 31 Method-Specific
The total density of states obtained accounting for the correlation effects in the 4f shell of gadolinium is found to be formed by the oxygen 2p states at the valence band and the 4f gadolinium occupied states, while the conduction band is represented by a mixture of empty electronic states.;42 Results-Reference
Magnetic properties of the calculated Gd-doped MgO are found to be formed solely by the Gd-4f-magnetic moment of about 7 μB, in good agreement with recent experimental results suggesting a ferromagnetic coupling of the local magnetic moments induced by Gd.;41 Results-Specific
18;
We discuss the most prominent and intensively studied S=1 pseudospin formalism for the extended boson Hubbard model (EBHM) with the on-site Hilbert space truncated to the three lowest occupation states n=0, 1, 2.;2 Problem
The EBHM Hamiltonian is a paradigmatic model for the highly topical field of ultracold gases in optical lattices.;1 Background
The generalized non-Heisenberg effective pseudospin Hamiltonian does provide a deep link with a boson system and a physically clear description of ''the myriad of phases'', from uniform Mott insulating phases and density waves to two types of superfluids and supersolids.;42 Results-Reference
We argue that the 2D pseudospin system is prone to a topological phase separation and focus on several types of unconventional skyrmion-like topological structures in 2D boson systems, which have not been analyzed until now.;52 Conclusions-Specific
The structures are characterized by a complicated interplay of insulating and two superfluid phases with a single-boson and two-boson condensation, respectively.;42 Results-Reference
19;
We explore a combined effect of hexagonal warping and a finite effective mass on both the tunneling density of electronic surface states and the structure of Landau levels of 3D topological insulators.;2 Problem
We find the increasing warping to transform the square-root van Hove singularity into a logarithmic one.;32 Method-Procedure
For moderate warping, an additional logarithmic singularity and a jump in the tunneling density of surface states appear.;42 Results-Reference
By combining the perturbation theory and the WKB approximation, we calculate the Landau levels in the presence of hexagonal warping.;32 Method-Procedure
We predict that due to the degeneracy removal, the evolution of Landau levels in the magnetic field is drastically modified.;52 Conclusions-Specific
20;
Using the generalized DMFT+Σ approach,  we study the influence of disorder on single-particle properties of the normal phase and the superconducting transition temperature in the attractive Hubbard model.;2 Problem, 31 Method-Specific
A wide range of attractive potentials U is studied, from the weak coupling region, where both the instability of the normal phase and superconductivity are well described by the BCS model, to the strong-coupling region, where the superconducting transition is due to Bose-Einstein condensation BEC) of compact Cooper pairs, formed at temperatures much higher than the superconducting transition temperature.;32 Method-Procedure
We study two typical models of the conduction band with semi-elliptic and flat densities of states, respectively appropriate for three-dimensional and two-dimensional systems.;2 Problem
For the semi-elliptic density of states, the disorder influence on all single-particle properties (e.g., density of states) is universal for an arbitrary strength of electronic correlations and disorder and is due to only the general disorder widening of the conduction band.;42 Results-Reference
In the case of a flat density of states, universality is absent in the general case, but still the disorder influence is mainly due to band widening, and the universal behavior is restored for large enough disorder.;42 Results-Reference
Using the combination of DMFT+Σ and Nozieres-Schmitt-Rink approximations, we study the disorder influence on the superconducting transition temperature Tc for a range of characteristic values of U and disorder, including the BCS-BEC crossover region and the limit of strong-coupling.;31 Method-Specific
Disorder can either suppress Tc (in the weak-coupling region) or significantly increase Tc (in the strong-coupling region).;42 Results-Reference
However, in all cases, the generalized Anderson theorem is valid and all changes of the superconducting critical temperature are essentially due to only the general disorder widening of the conduction band.;51 Conclusions-Explanation
21;
We consider formulations of the functional renormalization-group (fRG) flow for correlated electronic systems with the dynamical mean-field theory as a starting point.;2 Problem
We classify the corresponding renormalization-group schemes into those neglecting one-particle irreducible six-point vertices with respect to the local Green's functions) and neglecting one-particle reducible six-point vertices.;32 Method-Procedure
The former class is represented by the recently introduced DMF2RG approach 31, but also by the scale-dependent generalization of the one-particle irreducible representation (with respect to local Green's functions, 1PI-LGF) of the generating functional 20.;42 Results-Reference
The second class is represented by the fRG flow within the dual fermion approach 16,32.;42 Results-Reference
We compare formulations of the fRG approach in each of these cases and suggest their further application to study 2D systems within the Hubbard model.;32 Method-Procedure
22;
The localized opical modes in spiral photonic liquid crystals are theoretically studied for the certainty at the example of chiral liquid crystals (CLCs) for the case of CLC with an anisotropic local absorption.;2 Problem
The chosen here model (absence of dielectric interfaces in the studied structures) allows one to get rid off the polarization mixing at the surfaces of the CLC layer and the defect structure (DMS) and to reduce the corresponding equations to the equations for the light of diffracting in the CLC polarization only.;42 Results-Reference
The dispersion equations determining connection of the EM and DM frequencies with the CLC layer parameters (anisotropy of local absorption, CLC order parameter) and other parameters of the DMS are obtained.;42 Results-Reference
Analytic expressions for the transmission and reflection coefficients of CLC layer and DMS for the case of CLC with an anisotropic local absorption are presented and analyzed.;42 Results-Reference
It is shown that the CLC layers with locally anisotropic absorption reduce the EM and DM lifetimes (and increase the lasing threshold) by the way different from the case of CLC with an isotropic local absorption.;42 Results-Reference
Due to the Borrmann effect revealing of which is different at the opposite stop-band edges in the case of CLC layers with an anisotropic local absorption the EM life-times for the EM frequencies at the opposite stop-bands edges may be significanately different.;51 Conclusions-Explanation
The options of experimental observations of the theoretically revealed phenomena are briefly discussed.;53 Conclusions-Reference
23;
An analytic approach to the theory of the optical defect modes in photonic liquid crystals in the case of an active defect layer is developed.;42 Results-Reference
The analytic study is facilitated by the choice of the problem parameters related to the dielectric properties of the studied structures.;42 Results-Reference
The chosen models allow eliminating polarization mixing at the external surfaces of the studied structures.;42 Results-Reference
The dispersion equations determining the relation of the defect mode (DM) frequency to the dielectric characteristics of an isotropic, birefringent and absorbing amplifying) defect layer and its thickness are obtained.;42 Results-Reference
Analytic expressions for the transmission and reflection coefficients of the defect mode structure (DMS) photonic liquid crystal-active defect layer-photonic liquid crystal) are presented and analyzed.;42 Results-Reference
The effect of anomalously strong light absorption at the defect mode frequency for an absorbing defect layer is discussed.;42 Results-Reference
It is shown that in a distributed feedback lasing at the DMS with an amplifying defect layer, adjusting the lasing frequency to the DM frequency results in a significant decrease in the lasing threshold and the threshold gain decreases as the defect layer thickness increases.;42 Results-Reference
It is found that generally speaking the layer birefringence and dielectric jumps at the interfaces of the defect layer and photonic liquid crystal reduce the DM lifetime in comparison with the DMS with an isotropic defect layer without dielectric jumps at the interfaces.;42 Results-Reference
Correspondingly, generally speaking, the effect of anomalously strong light absorption at the defect mode frequency and the decrease in the lasing threshold are not so pronounced as in the case of the DMS with an isotropic defect layer without dielectric jumps at the interfaces.;42 Results-Reference
The case of a DMS with a low defect layer birefringence and sufficiently large dielectric jumps are studied in detail.;42 Results-Reference
The options of effectively influencing the DM parameters by changing the defect layer dielectric properties, and the birefringence in particular, are discussed.;53 Conclusions-Reference
24;
The dynamics of a bubble in a dielectric liquid under the influence of a uniform external electric field are considered.;42 Results-Reference
It is shown that in the situation where the boundary motion is determined only by electrostatic forces, the special regime of fluid motion can be realized for which the velocity and electric field potentials are linearly related.;42 Results-Reference
In the two-dimensional case, the corresponding equations are reduced to an equation similar in structure to the well-known Laplacian growth equation, which, in turn, can be reduced to a finite number of ordinary differential equations.;42 Results-Reference
This allows us to obtain exact solutions for asymmetric bubble deformations resulting in the formation of a finite-time singularity (cusp).;42 Results-Reference
25;
We briefly review the generalized dynamic mean-field theory DMFT+Σ applied to both repulsive and attractive disordered Hubbard models.;2 Problem
We examine the general problem of metal-insulator transition and the phase diagram in the repulsive case, as well as the BCS-BEC crossover region of the attractive model, demonstrating a certain universality of single-electron properties under disordering in both models.;2 Problem
We also discuss and compare the results for the density of states and dynamic conductivity in the repulsive and attractive cases and the generalized Anderson theorem behavior of the superconducting critical temperature in the disordered attractive case.;2 Problem
A brief discussion of the behavior of Ginzburg-Landau coefficients under disordering in the BCS-BEC crossover region is also presented.;2 Problem
26;
We theoretically study nonradiative and radiative energy transfer between two localized quantum emitters, a donor (initially excited) and an acceptor (receiving the excitation).;2 Problem
The rates of nonradiative and radiative processes are calculated depending on the spatial and spectral separation between the donor and acceptor states and for different donor and acceptor lifetimes for typical parameters of semiconductor quantum dots.;32 Method-Procedure
We find that the donor lifetime can be significantly modified only due to the nonradiative Förster energy transfer process at donor-acceptor separations of approximately 10 nm - depending on the acceptor radiative lifetime) and for the energy detuning not larger than 1-2 meV.;41 Results-Specific
The efficiency of the nonradiative Förster energy transfer process under these conditions is close to unity and decreases rapidly with an increase in the donor-acceptor distance or energy detuning.;42 Results-Reference
At large donor-acceptor separations greater than 40 nm, the radiative corrections to the donor lifetime are comparable with nonradiative ones but are relatively weak.;41 Results-Specific
27;
We study holographic thermalization of a strongly coupled theory inspired by two colliding shock waves in a vacuum confining background.;2 Problem
Holographic thermalization means a black hole formation, in fact, a trapped surface formation.;1 Background
As the vacuum confining background, we considered the well-know bottom-up AdS/QCD model that provides the Cornell potential and reproduces the QCD β-function.;32 Method-Procedure
We perturb the vacuum background by colliding domain shock waves that are assumed to be holographically dual to heavy ions collisions.;32 Method-Procedure
Our main physical assumption is that we can make a restriction on the time of trapped surface formation, which results in a natural limitation on the size of the domain where the trapped surface is produced.;32 Method-Procedure
This limits the intermediate domain where the main part of the entropy is produced.;32 Method-Procedure
In this domain, we can use an intermediate vacuum background as an approximation to the full confining background.;32 Method-Procedure
We find that the dependence of the multiplicity on energy for the intermediate background has an asymptotic expansion whose first term depends on energy as E1/3, which is very similar to the experimental dependence of particle multiplicities on the colliding ion energy obtained from the RHIC and LHC.;42 Results-Reference
However, this first term, at the energies where the approximation of the confining metric by the intermediate background works, does not saturate the exact answer, and we have to take the nonleading terms into account.;42 Results-Reference
28;
We study the creation of high-energy SM particles in the Starobinsky model of dark energy (a variant of F(R)-gravity) inside the regions contracting due to the Jeans instability.;2 Problem
In this modification of gravity, the additional degree of freedom - a scalaron - behaves as a particle with the mass depending on matter density.;1 Background
Therefore, when the mass changes, light scalarons could be created at a nonadiabatic stage.;42 Results-Reference
Later, the scalaron mass grows and can reach large values, even the value 1013 GeV, favored by early time inflation.;41 Results-Specific
Heavy scalarons decay contributing to the cosmic ray flux.;41 Results-Specific
We analytically calculate the number density of created particles for the exponential (Jeans) contraction and find it negligibly small for the phenomenologically viable and cosmologically interesting range of model parameters.;32 Method-Procedure
We expect similar results for a generic model of F(R)-gravity mimicking the cosmological constant.;52 Conclusions-Specific
29;
Hidden symmetry in dissipationless terms of arbitrary hydrodynamics equations is recognized.;42 Results-Reference
We demonstrate that all fluxes are generated by a single function and derive conventional Euler equations using the proposed formalisms.;42 Results-Reference
30;
The double Higgs production in the models with isospin-triplet scalars is studied.;2 Problem
It is shown that in the see-saw type-II model, the mode with an intermediate heavy scalar, pp→ H+X→ 2h+X, may have the cross section that is comparable with that in the Standard Model.;42 Results-Reference
In the Georgi-Machacek model, this cross section could be much larger than in the Standard Model because the vacuum expectation value of the triplet can be large.;42 Results-Reference
31;
The equation of state is investigated for a thin superconducting film in a longitudinal magnetic film and with strong spin-orbit interaction at the critical point.;2 Problem
As a first step, the state with the maximal value of the magnetic field for a given value of spin-orbit interaction at T = 0 is chosen.;32 Method-Procedure
This state is investigated in the low-temperature region.;32 Method-Procedure
The temperature contribution to the equation of state is weakly singular.;42 Results-Reference
32;
We experimentally investigate spin-polarized electron transport between a permalloy ferromagnet and the edge of a two-dimensional electron system with band inversion, realized in a narrow, 8 nm wide, HgTe quantum well.;2 Problem, 32 Method-Procedure
In a zero magnetic field, we observe strong asymmetry of the edge potential distribution with respect to the ferromagnetic ground lead.;42 Results-Reference
This result indicates that the helical edge channel, specific for the structures with band inversion even at the conductive bulk, is strongly coupled to the ferromagnetic side contact, possibly due to the effects of proximity magnetization.;51 Conclusions-Explanation
This allows selective and spin-sensitive contacting of helical edge states.;52 Conclusions-Specific
33;
We report the results of theoretical investigations of the tunneling current noise spectra through a single-level impurity both in the presence and in the absence of electron-phonon interaction based on the nonequilibrium Green's functions formalism.;2 Problem
We show that due to the quantum nature of tunneling, the Fano factor is dramatically different from the Poisson limit both in the presence and in the absence of inelastic processes.;42 Results-Reference
The results are demonstrated to be sensitive to the tunneling contact parameters.;42 Results-Reference
34;
Based on a special variant of the plaquette expansion, an operator is constructed whose eigenvalues give the low-energy singlet spectrum of a spin-1/2 Heisenberg antiferromagnet on a square lattice with nearest-heighbor and frustrating next-nearest-neighbor exchange couplings J1 and J2.;32 Method-Procedure
It is well known that a nonmagnetic phase arises in this model for 0.4\lesssim J_2/J_1\lesssim 0.6, sandwiched by two Néel ordered phases.;1 Background
In agreement with previous results, we observe a first-order quantum phase transition (QPT) at J_2\approx 0.64J_1 from the nonmagnetic phase to the Néel one.;41 Results-Specific
A large gap (\gtrsim 0.4J_1) is found in the singlet spectrum for J2<0.64J1, which excludes a gapless spin-liquid state for 0.4\lesssim J_2/J_1\lesssim 0.6 and the deconfined quantum criticality scenario for the QPT to another Néel phase.;41 Results-Specific
We observe a first-order QPT at J_2\approx 0.55J_1, presumably between two nonmagnetic phases.;41 Results-Specific
35;
The dynamics of Dirac-Weyl spin-polarized wavepackets driven by a periodic electric field is considered for the electrons in a mesoscopic quantum dot formed at the edge of the two-dimensional HgTe/CdTe topological insulator with Dirac-Weyl massless energy spectra, where the motion of carriers is less sensitive to disorder and impurity potentials.;2 Problem
It is observed that the interplay of strongly coupled spin and charge degrees of freedom creates the regimes of irregular dynamics in both coordinate and spin channels.;42 Results-Reference
The border between the regular and irregular regimes determined by the strength and frequency of the driving field is found analytically within the quasiclassical approach by means of the Ince-Strutt diagram for the Mathieu equation, and is supported by full quantum mechanical simulations of the driven dynamics.;42 Results-Reference
The investigation of quasienergy spectrum by Floquet approach reveals the presence of non-Poissonian level statistics, which indicates the possibility of chaotic quantum dynamics and corresponds to the areas of parameters for irregular regimes within the quasiclassical approach.;42 Results-Reference
We find that the influence of weak disorder leads to partial suppression of the dynamical chaos.;42 Results-Reference
Our findings are of interest both for progress in the fundamental field of quantum chaotic dynamics and for further experimental and technological applications of spin-dependent phenomena in nanostructures based on topological insulators.;52 Conclusions-Specific
36;
We study an excitation of surface plasmons (SPs) due to the scattering of light by a dipole nanoparticle located near a flat air-metal interface.;2 Problem
It is well known that such a scattering can reveal asymmetric behavior of excited SPs with respect to the plane of incidence of light.;1 Background
This asymmetric SP excitation, which takes place at the incidence of elliptically polarized light, is often associated with the so-called photonic spin Hall effect caused by the interplay between rotating polarization of a nanoparticle and the intrinsic field angular momentum of the SP.;1 Background
We show that this photonic spin Hall effect can be applied for the SP excitation control, which allows managing the SP directivity pattern and amplitude.;52 Conclusions-Specific
The possibilities of SP control can also be extended using nanoparticles with anisotropic polarizability.;52 Conclusions-Specific
We believe that manipulations with SPs at a nanometer scale may find some applications in modern nanoplasmonics.;52 Conclusions-Specific
37;
We consider excitations that exist, in addition to phonons, in the ideal Bose gas at zero temperature.;2 Problem
These excitations are vortex rings whose energy spectrum is similar to the roton one in liquid helium.;42 Results-Reference
38;
We consider electromagnetic nonlinear normal modes in cylindrical cavity resonators filled with a nonlinear nondispersive medium.;2 Problem
The key feature of the analysis is that exact analytic solutions of the nonlinear field equations are employed to study the mode properties in detail.;32 Method-Procedure
Based on such a nonperturbative approach, we rigorously prove that the total energy of free nonlinear oscillations in a distributive conservative system, such as that considered in our work, can exactly coincide with the sum of energies of the normal modes of the system.;42 Results-Reference
This fact implies that the energy orthogonality property, which has so far been known to hold only for linear oscillations and fields, can also be observed in a nonlinear oscillatory system.;52 Conclusions-Specific
39;
The statistical theory of diffusion in concentrated BCC and FCC alloys with arbitrary pairwise interatomic interactions based on the master equation approach is developed.;42 Results-Reference
Vacancy-atom correlations are described using both the second-shell-jump and the nearest-neighbor-jump approximations which are shown to be usually sufficiently accurate.;32 Method-Procedure
General expressions for Onsager coefficients in terms of microscopic interatomic interactions and some statistical averages are given.;42 Results-Reference
Both the analytical kinetic mean-field and the Monte Carlo methods for finding these averages are described.;42 Results-Reference
The theory developed is used to describe sharp concentration dependences of diffusion coefficients in several iron-based alloy systems.;32 Method-Procedure
For the BCC alloys FeCu, FeMn, and FeNi, we predict the notable increase of the iron self-diffusion coefficient with solute concentration c, up to several times, even though values of c possible for these alloys do not exceed some percent.;42 Results-Reference
For the BCC alloys FeCr at high temperatures T\gtrsim 1400 K, we show that the very strong and peculiar concentration dependences of both tracer and chemical diffusion coefficients observed in these alloys can be naturally explained by the theory, without invoking exotic models discussed earlier.;42 Results-Reference
40;
The effect of surface states of silicon nanocrystals embedded in silicon dioxide on the photoluminescent properties of the nanocrystals is reported.;42 Results-Reference
We have investigated the time-resolved and stationary photoluminescence of silicon nanocrystals in the matrix of silicon dioxide in the visible and infrared spectral ranges at 77 and 300 K.;32 Method-Procedure
The structures containing silicon nanocrystals were prepared by the high-temperature annealing of multilayer SiOx/SiO2 films.;32 Method-Procedure
The understanding of the experimental results on photoluminescence is underlain by a model of autolocalized states arising on surface Si-Si dimers.;32 Method-Procedure
